id_operation,reference,libelle_operation,date_operation,date_comptable,montant,sens,type_operation,statut_operation,id_compte
292,OP000292,Bout faute personne.,2025-10-01,2025-10-01,1436,DEBIT,versement,en attente,3
293,OP000293,Midi environ patron amener.,2025-10-03,2025-10-03,1459,CREDIT,retrait,valide,3
294,OP000294,Science accomplir ailleurs révolution.,2025-10-10,2025-10-10,1460,CREDIT,versement,valide,3
295,OP000295,Différent escalier mal.,2025-09-12,2025-09-12,103,DEBIT,retrait,valide,3
296,OP000296,Poésie.,2025-08-30,2025-08-30,313,CREDIT,virement,en attente,3
297,OP000297,Gens marcher l'une.,2025-08-23,2025-08-23,1629,DEBIT,versement,valide,3
298,OP000298,Début place.,2025-08-02,2025-08-02,247,DEBIT,versement,en attente,3
299,OP000299,Conclure haine.,2025-07-30,2025-07-30,1249,CREDIT,retrait,valide,3
300,OP000300,Mari demain étranger.,2025-07-28,2025-07-28,1820,CREDIT,versement,valide,3
301,OP000301,Mauvais parvenir.,2025-06-30,2025-06-30,613,CREDIT,virement,valide,3
302,OP000302,Tirer exprimer.,2025-06-23,2025-06-23,738,DEBIT,versement,en attente,3
303,OP000303,Saluer revenir.,2025-07-14,2025-07-14,534,DEBIT,versement,valide,3
304,OP000304,Mariage finir affirmer.,2025-06-26,2025-06-26,1537,CREDIT,versement,en attente,3
305,OP000305,Souffrir rideau.,2025-05-30,2025-05-30,1247,DEBIT,retrait,valide,3
306,OP000306,Bruit goutte.,2025-06-09,2025-06-09,560,DEBIT,versement,en attente,3
307,OP000307,Endroit briller dire.,2025-06-15,2025-06-15,923,DEBIT,versement,en attente,3
308,OP000308,Pauvre naître.,2025-06-08,2025-06-08,313,CREDIT,virement,en attente,3
309,OP000309,Ancien boire.,2025-06-14,2025-06-14,950,DEBIT,virement,valide,3
310,OP000310,Soi monsieur petit.,2025-05-04,2025-05-04,1941,DEBIT,versement,en attente,3
311,OP000311,Parfois sans.,2025-05-19,2025-05-19,645,DEBIT,virement,en attente,3
312,OP000312,Route demain revoir.,2025-04-28,2025-04-28,1254,DEBIT,virement,valide,3
313,OP000313,Dessiner ministre supérieur.,2025-05-17,2025-05-17,883,DEBIT,retrait,en attente,3
314,OP000314,Triste.,2025-05-16,2025-05-16,1493,DEBIT,versement,valide,3
315,OP000315,Chacun inviter.,2025-04-16,2025-04-16,783,CREDIT,virement,valide,3
316,OP000316,Souvenir violent.,2025-03-24,2025-03-24,37,DEBIT,virement,valide,3
317,OP000317,Terme fin.,2025-03-26,2025-03-26,181,CREDIT,virement,valide,3
318,OP000318,Voyage corde science.,2025-03-25,2025-03-25,1989,DEBIT,virement,en attente,3
319,OP000319,Sang.,2025-03-23,2025-03-23,1458,DEBIT,virement,valide,3
320,OP000320,Point drame.,2025-02-23,2025-02-23,1162,CREDIT,virement,en attente,3
321,OP000321,Montrer trésor adresser.,2025-03-09,2025-03-09,990,DEBIT,virement,valide,3
322,OP000322,Abattre contre ressembler.,2025-03-02,2025-03-02,1427,CREDIT,versement,valide,3
323,OP000323,Nous circonstance moment.,2025-03-19,2025-03-19,1699,DEBIT,virement,en attente,3
324,OP000324,Moins.,2025-02-03,2025-02-03,1825,CREDIT,virement,valide,3
325,OP000325,Sans odeur.,2025-02-12,2025-02-12,59,DEBIT,retrait,en attente,3
326,OP000326,Entretenir quoi anglais.,2025-02-15,2025-02-15,733,CREDIT,virement,en attente,3
327,OP000327,Dès glace entier.,2024-12-28,2024-12-28,1695,DEBIT,retrait,valide,3
328,OP000328,Passé mieux vers.,2025-01-16,2025-01-16,469,DEBIT,retrait,en attente,3
329,OP000329,Adresser comme mer.,2025-01-17,2025-01-17,1270,CREDIT,virement,en attente,3
330,OP000330,Ensuite compter garde.,2025-01-17,2025-01-17,1844,DEBIT,versement,valide,3
331,OP000331,Remplacer.,2025-01-14,2025-01-14,887,CREDIT,versement,valide,3
332,OP000332,Longtemps.,2024-12-06,2024-12-06,317,CREDIT,versement,en attente,3
333,OP000333,Mêler plaire cas maître.,2024-12-08,2024-12-08,1802,DEBIT,retrait,en attente,3
334,OP000334,Longtemps accomplir désespoir.,2024-11-28,2024-11-28,765,CREDIT,versement,valide,3
335,OP000335,Inspirer.,2024-11-24,2024-11-24,14,DEBIT,versement,valide,3
336,OP000336,Image chiffre.,2024-12-09,2024-12-09,312,CREDIT,retrait,en attente,3
337,OP000337,Soir qualité parfois.,2024-11-16,2024-11-16,1193,CREDIT,versement,en attente,3
338,OP000338,Choix tel vue accuser.,2024-11-15,2024-11-15,195,CREDIT,virement,valide,3
339,OP000339,Attendre silence.,2024-10-26,2024-10-26,798,CREDIT,retrait,en attente,3
340,OP000340,Surveiller gouvernement.,2024-10-04,2024-10-04,1430,CREDIT,versement,en attente,3
341,OP000341,Travailler cours.,2024-10-15,2024-10-15,1652,DEBIT,retrait,en attente,3
342,OP000342,Instinct trois fois cacher.,2024-10-02,2024-10-02,1028,CREDIT,versement,valide,3
343,OP000343,Autant seuil.,2024-10-07,2024-10-07,181,CREDIT,versement,valide,3
344,OP000344,Vif voler.,2024-09-17,2024-09-17,491,CREDIT,virement,valide,3
345,OP000345,Hiver secret.,2024-08-23,2024-08-23,45,CREDIT,versement,en attente,3
346,OP000346,Il chacun.,2024-09-15,2024-09-15,1896,DEBIT,virement,en attente,3
347,OP000347,Savoir poursuivre.,2024-09-08,2024-09-08,1748,DEBIT,retrait,en attente,3
348,OP000348,Serrer tout.,2024-09-15,2024-09-15,1720,CREDIT,virement,valide,3
349,OP000349,Front erreur règle.,2024-08-18,2024-08-18,1539,DEBIT,virement,valide,3
350,OP000350,Empire combien.,2024-08-07,2024-08-07,1511,DEBIT,versement,en attente,3
351,OP000351,Couleur ne supporter.,2024-08-08,2024-08-08,120,DEBIT,versement,valide,3
352,OP000352,Journée père où.,2024-06-23,2024-06-23,1226,DEBIT,virement,valide,3
353,OP000353,Oiseau arriver changer.,2024-07-08,2024-07-08,299,DEBIT,virement,valide,3
354,OP000354,Travers expérience.,2024-07-19,2024-07-19,1175,CREDIT,virement,valide,3
355,OP000355,Ligne île vers.,2024-07-04,2024-07-04,1532,DEBIT,versement,en attente,3
356,OP000356,Pencher dire père.,2024-06-06,2024-06-06,1489,CREDIT,retrait,valide,3
357,OP000357,Rose blanc habiter.,2024-06-10,2024-06-10,237,DEBIT,virement,valide,3
358,OP000358,Allumer entendre témoin juge.,2024-05-31,2024-05-31,1548,DEBIT,versement,valide,3
359,OP000359,Agir partout.,2024-06-19,2024-06-19,821,CREDIT,versement,en attente,3
360,OP000360,Fruit dominer neuf plaire.,2024-04-27,2024-04-27,1708,CREDIT,versement,en attente,3
361,OP000361,Visage sonner.,2024-04-27,2024-04-27,475,CREDIT,virement,en attente,3
362,OP000362,Effort grandir moment parcourir.,2024-05-17,2024-05-17,1078,CREDIT,virement,valide,3
363,OP000363,Pensée considérer.,2024-05-07,2024-05-07,1277,DEBIT,virement,en attente,3
364,OP000364,Rentrer livrer pointe position.,2024-05-14,2024-05-14,1694,DEBIT,versement,en attente,3
365,OP000365,Environ direction.,2024-04-09,2024-04-09,1346,CREDIT,retrait,valide,3
366,OP000366,Avoir autorité un.,2024-04-18,2024-04-18,1655,CREDIT,versement,en attente,3
367,OP000367,Interrompre classe.,2024-04-13,2024-04-13,562,DEBIT,virement,valide,3
368,OP000368,Essayer lumière.,2024-04-08,2024-04-08,1245,CREDIT,virement,valide,3
369,OP000369,Quarante docteur devoir.,2024-03-14,2024-03-14,1119,DEBIT,virement,valide,3
370,OP000370,Rien.,2024-02-29,2024-02-29,32,CREDIT,virement,valide,3
371,OP000371,Glace métier.,2024-02-28,2024-02-28,1913,DEBIT,virement,en attente,3
372,OP000372,Victime étoile matin.,2024-03-17,2024-03-17,1177,DEBIT,versement,en attente,3
373,OP000373,Possible.,2024-02-18,2024-02-18,654,DEBIT,retrait,valide,3
374,OP000374,Voile sans.,2024-02-08,2024-02-08,1549,CREDIT,retrait,valide,3
375,OP000375,Pas aile imaginer.,2024-02-09,2024-02-09,1549,CREDIT,versement,en attente,3
376,OP000376,Cacher.,2023-12-28,2023-12-28,1391,DEBIT,retrait,en attente,3
377,OP000377,Taille droite creuser.,2023-12-27,2023-12-27,1041,DEBIT,versement,valide,3
378,OP000378,Homme pont personne.,2024-01-19,2024-01-19,1212,CREDIT,retrait,valide,3
379,OP000379,Cercle éteindre route pouvoir.,2023-12-14,2023-12-14,320,CREDIT,virement,valide,3
380,OP000380,Son glisser ainsi.,2023-11-27,2023-11-27,484,DEBIT,versement,valide,3
381,OP000381,Distinguer rouge propre.,2023-11-25,2023-11-25,1481,DEBIT,versement,en attente,3
382,OP000382,Chasser.,2023-12-05,2023-12-05,1618,DEBIT,retrait,en attente,3
383,OP000383,Poursuivre mode centre.,2023-10-31,2023-10-31,1762,CREDIT,virement,en attente,3
384,OP000384,Fidèle chez.,2023-11-12,2023-11-12,437,DEBIT,virement,en attente,3
385,OP000385,Éclater payer.,2023-11-16,2023-11-16,1658,DEBIT,virement,en attente,3
386,OP000386,Réponse poche.,2023-11-02,2023-11-02,1786,DEBIT,retrait,valide,3
387,OP000387,Content.,2023-10-09,2023-10-09,357,CREDIT,virement,valide,3
388,OP000388,Campagne pour fonction.,2023-10-11,2023-10-11,1190,CREDIT,retrait,valide,3
389,OP000389,Taire en divers.,2023-10-17,2023-10-17,376,CREDIT,retrait,en attente,3
390,OP000390,Arrêter travail rire.,2023-10-11,2023-10-11,1572,CREDIT,versement,valide,3
391,OP000391,Poser sur secours.,2023-09-01,2023-09-01,1009,DEBIT,retrait,en attente,3
392,OP000392,Jeter eau fine.,2023-09-07,2023-09-07,847,DEBIT,retrait,en attente,3
393,OP000393,Vendre.,2023-09-03,2023-09-03,1740,CREDIT,retrait,valide,3
394,OP000394,Crise haut plaire.,2023-08-06,2023-08-06,1046,CREDIT,retrait,valide,3
395,OP000395,Ami ouvert silence pleurer.,2023-07-31,2023-07-31,1328,DEBIT,versement,valide,3
396,OP000396,Verser.,2023-07-28,2023-07-28,1691,DEBIT,virement,valide,3
397,OP000397,Désormais passer emporter.,2023-08-10,2023-08-10,779,DEBIT,versement,en attente,3
398,OP000398,Lire rue.,2023-07-23,2023-07-23,159,DEBIT,retrait,en attente,3
399,OP000399,Après choisir.,2023-07-17,2023-07-17,724,CREDIT,retrait,en attente,3
400,OP000400,Affirmer rentrer.,2023-07-16,2023-07-16,185,DEBIT,versement,valide,3
401,OP000401,Jambe étendre désirer.,2023-07-07,2023-07-07,1583,CREDIT,virement,en attente,3
402,OP000402,Volonté remercier raison.,2023-07-09,2023-07-09,142,CREDIT,retrait,en attente,3
403,OP000403,Serrer fête vaincre.,2023-07-13,2023-07-13,1448,CREDIT,virement,en attente,3
404,OP000404,Propos étonner erreur.,2023-06-18,2023-06-18,1126,DEBIT,retrait,valide,3
405,OP000405,Mille traverser sortir.,2023-05-30,2023-05-30,447,CREDIT,versement,valide,3
406,OP000406,Ainsi vague reconnaître.,2023-05-31,2023-05-31,1595,CREDIT,virement,en attente,3
407,OP000407,Voie liberté.,2023-05-25,2023-05-25,890,CREDIT,virement,valide,3
408,OP000408,Commander foule songer.,2023-04-22,2023-04-22,56,CREDIT,retrait,en attente,3
409,OP000409,Interrompre de arrêter.,2023-04-29,2023-04-29,370,DEBIT,virement,valide,3
410,OP000410,Éteindre digne.,2023-05-11,2023-05-11,839,DEBIT,retrait,en attente,3
411,OP000411,Étage désirer.,2023-04-03,2023-04-03,448,CREDIT,virement,valide,3
412,OP000412,Histoire long.,2023-04-17,2023-04-17,1842,CREDIT,retrait,en attente,3
413,OP000413,Neuf partir.,2023-04-14,2023-04-14,416,CREDIT,retrait,en attente,3
414,OP000414,Du île dur.,2023-04-04,2023-04-04,1106,DEBIT,versement,en attente,3
415,OP000415,Poser endroit.,2023-02-25,2023-02-25,1178,CREDIT,virement,valide,3
416,OP000416,Imposer.,2023-03-17,2023-03-17,1490,DEBIT,retrait,en attente,3
417,OP000417,Crier côte appartenir.,2023-03-19,2023-03-19,318,CREDIT,virement,en attente,3
418,OP000418,Tellement peine seulement maintenant.,2023-02-20,2023-02-20,658,DEBIT,versement,en attente,3
419,OP000419,Fond casser marcher hauteur.,2023-02-03,2023-02-03,1489,DEBIT,retrait,valide,3
420,OP000420,Père étrange moins.,2023-01-30,2023-01-30,930,DEBIT,virement,valide,3
421,OP000421,Compter mais.,2023-01-27,2023-01-27,394,CREDIT,versement,valide,3
422,OP000422,Pierre descendre.,2023-01-31,2023-01-31,783,DEBIT,retrait,valide,3
423,OP000423,Eau où.,2022-12-29,2022-12-29,1191,DEBIT,retrait,en attente,3
424,OP000424,Importer venir impression bataille.,2023-01-19,2023-01-19,628,CREDIT,versement,valide,3
425,OP000425,Accepter bruit pourquoi.,2022-12-28,2022-12-28,1032,CREDIT,retrait,en attente,3
426,OP000426,Pouvoir imposer traverser.,2025-12-08,2025-12-08,1706,CREDIT,versement,en attente,4
427,OP000427,Feuille sauter.,2025-12-16,2025-12-16,1907,DEBIT,retrait,en attente,4
428,OP000428,Papier abri note.,2025-12-08,2025-12-08,372,DEBIT,versement,en attente,4
429,OP000429,Occasion haut vous.,2025-12-07,2025-12-07,593,CREDIT,versement,en attente,4
430,OP000430,Politique mourir.,2025-10-31,2025-10-31,1930,DEBIT,virement,valide,4
431,OP000431,Intérêt y.,2025-11-17,2025-11-17,1340,DEBIT,versement,en attente,4
432,OP000432,Vêtir empire.,2025-11-16,2025-11-16,1026,DEBIT,versement,en attente,4
433,OP000433,Flot troubler marché.,2025-11-03,2025-11-03,1200,DEBIT,versement,en attente,4
434,OP000434,Prier général.,2025-10-23,2025-10-23,871,DEBIT,virement,en attente,4
435,OP000435,Parole beaucoup toile.,2025-10-07,2025-10-07,244,DEBIT,retrait,valide,4
436,OP000436,Révolution fille verser.,2025-10-08,2025-10-08,1991,CREDIT,retrait,en attente,4
437,OP000437,Maintenir aspect éclater.,2025-10-19,2025-10-19,1934,CREDIT,virement,en attente,4
438,OP000438,Résister garde.,2025-10-11,2025-10-11,1811,CREDIT,retrait,en attente,4
439,OP000439,Clef auquel pourquoi.,2025-09-28,2025-09-28,504,DEBIT,retrait,valide,4
440,OP000440,Qualité passé alors.,2025-09-19,2025-09-19,324,CREDIT,versement,en attente,4
441,OP000441,Conversation aucun volonté.,2025-09-09,2025-09-09,359,CREDIT,virement,en attente,4
442,OP000442,Lutte.,2025-09-13,2025-09-13,1272,CREDIT,virement,en attente,4
443,OP000443,Poussière juste attention.,2025-07-30,2025-07-30,809,DEBIT,retrait,en attente,4
444,OP000444,Vous manquer tourner tôt.,2025-08-03,2025-08-03,334,CREDIT,virement,valide,4
445,OP000445,Fait reconnaître trente goutte.,2025-07-28,2025-07-28,1650,DEBIT,versement,valide,4
446,OP000446,Femme somme bien.,2025-07-01,2025-07-01,1616,CREDIT,versement,en attente,4
447,OP000447,Gauche beaucoup.,2025-06-23,2025-06-23,1142,DEBIT,retrait,valide,4
448,OP000448,Poursuivre.,2025-07-17,2025-07-17,201,DEBIT,retrait,valide,4
449,OP000449,Depuis soit brusquement.,2025-06-29,2025-06-29,1587,DEBIT,virement,valide,4
450,OP000450,Poursuivre depuis naturellement.,2025-07-01,2025-07-01,793,DEBIT,versement,valide,4
451,OP000451,Brusquement qualité.,2025-05-30,2025-05-30,1303,CREDIT,virement,valide,4
452,OP000452,Environ prince.,2025-05-30,2025-05-30,1848,DEBIT,retrait,valide,4
453,OP000453,Composer famille.,2025-06-02,2025-06-02,1731,DEBIT,versement,en attente,4
454,OP000454,Aspect race eau.,2025-05-26,2025-05-26,543,DEBIT,retrait,valide,4
455,OP000455,Seconde avec bon.,2025-04-29,2025-04-29,57,DEBIT,virement,en attente,4
456,OP000456,Votre roche inspirer.,2025-04-30,2025-04-30,261,DEBIT,virement,en attente,4
457,OP000457,Escalier tempête.,2025-05-11,2025-05-11,1842,DEBIT,virement,valide,4
458,OP000458,Nouveau lourd.,2025-03-23,2025-03-23,750,DEBIT,retrait,valide,4
459,OP000459,Couper lendemain article.,2025-04-04,2025-04-04,1639,DEBIT,retrait,valide,4
460,OP000460,Boire devenir.,2025-04-04,2025-04-04,1974,DEBIT,virement,en attente,4
461,OP000461,Confiance.,2025-04-07,2025-04-07,1832,CREDIT,versement,en attente,4
462,OP000462,Quelque appuyer fier.,2025-03-14,2025-03-14,621,DEBIT,virement,valide,4
463,OP000463,Si fixer sauvage dont.,2025-03-16,2025-03-16,712,CREDIT,retrait,valide,4
464,OP000464,Doux garder.,2025-03-14,2025-03-14,1078,CREDIT,virement,valide,4
465,OP000465,Pencher vers.,2025-02-19,2025-02-19,1107,DEBIT,versement,valide,4
466,OP000466,Victime craindre projet.,2025-02-13,2025-02-13,1785,CREDIT,virement,valide,4
467,OP000467,Douleur presser pas.,2025-02-19,2025-02-19,680,DEBIT,virement,valide,4
468,OP000468,Revoir pièce lendemain rocher.,2025-01-27,2025-01-27,1426,DEBIT,retrait,en attente,4
469,OP000469,Cheval expliquer professeur.,2025-02-04,2025-02-04,418,DEBIT,retrait,en attente,4
470,OP000470,Divers passé.,2024-12-27,2024-12-27,1666,CREDIT,retrait,en attente,4
471,OP000471,Trop siècle.,2025-01-13,2025-01-13,522,DEBIT,virement,en attente,4
472,OP000472,Inviter pencher.,2025-01-07,2025-01-07,220,CREDIT,virement,valide,4
473,OP000473,Toit faible direction.,2024-12-27,2024-12-27,1009,CREDIT,retrait,en attente,4
474,OP000474,Mari comme.,2024-11-26,2024-11-26,566,CREDIT,versement,valide,4
475,OP000475,Souvenir.,2024-11-30,2024-11-30,794,CREDIT,virement,en attente,4
476,OP000476,Sac vol.,2024-12-08,2024-12-08,1848,DEBIT,retrait,valide,4
477,OP000477,Durant intérêt sou.,2024-12-18,2024-12-18,1972,CREDIT,versement,en attente,4
478,OP000478,Animal ensemble.,2024-12-10,2024-12-10,1246,CREDIT,retrait,valide,4
479,OP000479,Révéler supposer après.,2024-11-14,2024-11-14,1666,CREDIT,retrait,valide,4
480,OP000480,Supérieur vendre votre.,2024-11-08,2024-11-08,512,DEBIT,virement,en attente,4
481,OP000481,Âgé disparaître personnage tendre.,2024-11-08,2024-11-08,307,CREDIT,virement,valide,4
482,OP000482,Interrompre sentiment.,2024-09-27,2024-09-27,32,CREDIT,virement,en attente,4
483,OP000483,Côté arrière.,2024-10-01,2024-10-01,1638,CREDIT,virement,valide,4
484,OP000484,Animer faveur moi.,2024-10-07,2024-10-07,590,DEBIT,versement,valide,4
485,OP000485,Danger faim.,2024-10-16,2024-10-16,1158,CREDIT,versement,valide,4
486,OP000486,Frais loin nombre.,2024-08-30,2024-08-30,873,CREDIT,retrait,en attente,4
487,OP000487,Maître chiffre.,2024-09-13,2024-09-13,413,DEBIT,retrait,en attente,4
488,OP000488,Source or.,2024-09-18,2024-09-18,572,CREDIT,virement,valide,4
489,OP000489,Effet résoudre nation.,2024-09-05,2024-09-05,360,CREDIT,versement,en attente,4
490,OP000490,Attendre.,2024-09-12,2024-09-12,1190,DEBIT,retrait,valide,4
491,OP000491,Prince juge vaste.,2024-07-25,2024-07-25,1763,DEBIT,retrait,en attente,4
492,OP000492,Tard absence.,2024-08-15,2024-08-15,1733,CREDIT,virement,valide,4
493,OP000493,Vieillard vêtir frapper fixer.,2024-08-09,2024-08-09,1330,DEBIT,virement,en attente,4
494,OP000494,Pleurer accuser détacher.,2024-08-16,2024-08-16,1709,CREDIT,versement,en attente,4
495,OP000495,Aller île enfermer.,2024-08-11,2024-08-11,659,CREDIT,retrait,valide,4
496,OP000496,Fusil secret étonner.,2024-06-25,2024-06-25,651,CREDIT,versement,valide,4
497,OP000497,Lumière réel parti.,2024-07-07,2024-07-07,621,CREDIT,retrait,valide,4
498,OP000498,Tandis Que.,2024-06-23,2024-06-23,775,DEBIT,virement,valide,4
499,OP000499,Entraîner trace sol.,2024-07-18,2024-07-18,1700,DEBIT,virement,valide,4
500,OP000500,Soir quoi prêter.,2024-07-09,2024-07-09,1774,CREDIT,virement,valide,4
501,OP000501,Cour eaux.,2024-06-13,2024-06-13,1492,CREDIT,versement,valide,4
502,OP000502,Étudier.,2024-05-28,2024-05-28,1787,DEBIT,retrait,valide,4
503,OP000503,Agent fort.,2024-06-16,2024-06-16,108,CREDIT,virement,en attente,4
504,OP000504,Mouvement sol.,2024-04-27,2024-04-27,1264,CREDIT,retrait,valide,4
505,OP000505,Seulement intéresser sentiment.,2024-05-15,2024-05-15,1204,CREDIT,virement,valide,4
506,OP000506,Figurer depuis.,2024-05-09,2024-05-09,1775,DEBIT,versement,en attente,4
507,OP000507,Avec planche révéler sentier.,2024-04-29,2024-04-29,925,DEBIT,versement,valide,4
508,OP000508,Scène vif.,2024-04-04,2024-04-04,1364,CREDIT,retrait,en attente,4
509,OP000509,Menacer brusquement.,2024-03-26,2024-03-26,1506,CREDIT,virement,valide,4
510,OP000510,Curieux midi.,2024-04-11,2024-04-11,1579,CREDIT,versement,valide,4
511,OP000511,Dix prière.,2024-04-08,2024-04-08,1153,DEBIT,versement,valide,4
512,OP000512,Partir tout.,2024-03-28,2024-03-28,169,DEBIT,retrait,valide,4
513,OP000513,Chaise digne.,2024-03-19,2024-03-19,1383,DEBIT,retrait,en attente,4
514,OP000514,Chute dur aile dégager.,2024-03-13,2024-03-13,1008,DEBIT,retrait,valide,4
515,OP000515,Remarquer aspect.,2024-02-22,2024-02-22,1219,CREDIT,retrait,en attente,4
516,OP000516,Chaîne.,2024-02-15,2024-02-15,1746,DEBIT,virement,valide,4
517,OP000517,Certain mal.,2024-02-08,2024-02-08,799,CREDIT,versement,valide,4
518,OP000518,Comment peser claire peur.,2024-01-26,2024-01-26,829,DEBIT,virement,en attente,4
519,OP000519,Attendre nez juge.,2024-02-06,2024-02-06,346,CREDIT,versement,valide,4
520,OP000520,Prévoir déjà.,2024-02-15,2024-02-15,954,DEBIT,versement,valide,4
521,OP000521,Réalité occuper.,2024-01-19,2024-01-19,1841,CREDIT,virement,en attente,4
522,OP000522,Capable traverser vraiment.,2024-01-19,2024-01-19,985,CREDIT,retrait,en attente,4
523,OP000523,Noire sujet.,2024-01-16,2024-01-16,1908,DEBIT,retrait,en attente,4
524,OP000524,Dormir puissant réunir.,2023-12-15,2023-12-15,822,CREDIT,versement,en attente,4
525,OP000525,Aspect regard.,2023-12-18,2023-12-18,913,CREDIT,retrait,valide,4
526,OP000526,Soldat importance tracer cuisine.,2023-12-18,2023-12-18,1338,CREDIT,versement,en attente,4
527,OP000527,Tant absolu.,2023-11-10,2023-11-10,397,CREDIT,virement,en attente,4
528,OP000528,À inquiétude.,2023-11-03,2023-11-03,1254,CREDIT,versement,en attente,4
